SID,CNT,SHOW_TYPE
407,4196,1
1903,3756,1
1906,2535,1
1401,2319,1
106,2100,1
904,2024,1
3702,179951,2
3702,179951,2
3702,179951,2
4601,179194,2
4601,179194,2
4601,179194,2
3102,51703,2
3102,51703,2
3102,51703,2
4202,20459,2
4202,20459,2
4202,20459,2
3301,16458,2
3301,16458,2
3301,16458,2
3701,12443,2
3701,12443,2
3701,12443,2
4302,11834,2
4302,11834,2
4302,11834,2
3202,11618,2
3202,11618,2
3202,11618,2
3201,10853,2
3201,10853,2
3201,10853,2
4002,6260,2
4002,6260,2
4002,6260,2
1208,4076,2
1208,4076,2
1208,4076,2
4204,3654,2
4204,3654,2
4204,3654,2
4103,2969,2
4103,2969,2
4103,2969,2
3703,2346,2
3703,2346,2
3703,2346,2
3103,2250,2
3103,2250,2
3103,2250,2
3603,1163,2
3603,1163,2
3603,1163,2
3402,676,2
3402,676,2
3402,676,2
4104,671,2
4104,671,2
4104,671,2
3401,617,2
3401,617,2
3401,617,2
4801,493,2
4801,493,2
4801,493,2
65200,179644,1
65200,179644,1
65200,179644,1
65200,179644,1
3101,20480,1
3101,20480,1
3101,20480,1
3101,20480,1
1402,6687,1
1402,6687,1
1402,6687,1
1402,6687,1
4401,2444,1
4401,2444,1
4401,2444,1
4401,2444,1
1706,1642,1
1706,1642,1
1706,1642,1
1706,1642,1
1405,96,1
1405,96,1
1405,96,1
1405,96,1
3704,23,1
3704,23,1
3704,23,1
3704,23,1
208,21,1
208,21,1
208,21,1
208,21,1
1507,12,1
1507,12,1
1507,12,1
1507,12,1
1401,11,1
1401,11,1
1401,11,1
1401,11,1
903,10,1
903,10,1
903,10,1
903,10,1
3703,9,1
3703,9,1
3703,9,1
3703,9,1
65200,1,1
65200,1,1
65200,1,1
65200,1,1
1702,178640,4
1702,178640,2
905,33574,4
905,33574,2
1404,21627,4
1404,21627,2
1002,15302,4
1002,15302,2
1401,14580,4
1401,14580,2
3204,7840,4
3204,7840,2
1501,5985,4
1501,5985,2
3101,2539,4
3101,2539,2
4601,1461,4
4601,1461,2
305,1313,4
305,1313,2
3202,691,4
3202,691,2
2901,378,4
2901,378,2
1202,250,4
1202,250,2
903,58,4
903,58,2
801,20,4
801,20,2
4504,17,4
4504,17,2
4202,15,4
4202,15,2
306,9,4
306,9,2
1503,8,4
1503,8,2
3103,5,4
3103,5,2
65200,178158,2
65200,178158,9
65200,178158,2
65200,178158,9
3101,630,2
3101,630,9
3101,630,2
3101,630,9
903,382,2
903,382,9
903,382,2
903,382,9
801,168,2
801,168,9
801,168,2
801,168,9
1308,72,2
1308,72,9
1308,72,2
1308,72,9
1407,40,2
1407,40,9
1407,40,2
1407,40,9
905,12,2
905,12,9
905,12,2
905,12,9
1201,11,2
1201,11,9
1201,11,2
1201,11,9
3703,177204,2
3703,177204,2
3703,177204,2
3703,177204,2
3703,177204,2
3104,153504,2
3104,153504,2
3104,153504,2
3104,153504,2
3104,153504,2
4504,111284,2
4504,111284,2
4504,111284,2
4504,111284,2
4504,111284,2
3301,108634,2
3301,108634,2
3301,108634,2
3301,108634,2
3301,108634,2
4601,38519,2
4601,38519,2
4601,38519,2
4601,38519,2
4601,38519,2
3204,34528,2
3204,34528,2
3204,34528,2
3204,34528,2
3204,34528,2
3401,22925,2
3401,22925,2
3401,22925,2
3401,22925,2
3401,22925,2
1204,14489,2
1204,14489,2
1204,14489,2
1204,14489,2
1204,14489,2
65200,14435,2
65200,14435,2
65200,14435,2
65200,14435,2
65200,14435,2
2901,11780,2
2901,11780,2
2901,11780,2
2901,11780,2
2901,11780,2
4404,10856,2
4404,10856,2
4404,10856,2
4404,10856,2
4404,10856,2
1901,5444,2
1901,5444,2
1901,5444,2
1901,5444,2
1901,5444,2
4801,3315,2
4801,3315,2
4801,3315,2
4801,3315,2
4801,3315,2
904,2438,2
904,2438,2
904,2438,2
904,2438,2
904,2438,2
3502,1798,2
3502,1798,2
3502,1798,2
3502,1798,2
3502,1798,2
1201,1305,2
1201,1305,2
1201,1305,2
1201,1305,2
1201,1305,2
3402,1217,2
3402,1217,2
3402,1217,2
3402,1217,2
3402,1217,2
801,588,2
801,588,2
801,588,2
801,588,2
801,588,2
3504,527,2
3504,527,2
3504,527,2
3504,527,2
3504,527,2
3201,366,2
3201,366,2
3201,366,2
3201,366,2
3201,366,2
65200,176486,2
4104,29277,2
4404,23160,2
65200,15762,2
4404,14406,2
1205,14064,2
4201,12601,2
1901,10200,2
904,9989,2
3303,9244,2
2901,6900,2
1903,6863,2
1804,6626,2
3702,5029,2
403,4252,2
1406,4002,2
2002,3959,2
1201,3911,2
202,3732,2
203,3499,2
65200,176485,9
65200,122112,9
2102,55508,9
2101,11188,9
1405,427,9
906,339,9
1001,37,9
1501,37,9
904,24,9
1201,6,9
65200,176264,2
65200,176264,2
3704,85739,2
3704,85739,2
7303,42785,2
7303,42785,2
3703,42634,2
3703,42634,2
4501,19864,2
4501,19864,2
3104,14412,2
3104,14412,2
3201,13623,2
3201,13623,2
3401,10881,2
3401,10881,2
3101,8720,2
3101,8720,2
4404,8502,2
4404,8502,2
4202,8281,2
4202,8281,2
4801,6761,2
4801,6761,2
3702,4858,2
3702,4858,2
1205,811,2
1205,811,2
205,585,2
205,585,2
309,565,2
309,565,2
4104,452,2
4104,452,2
4201,335,2
4201,335,2
3304,50,2
3304,50,2
4403,34,2
4403,34,2
1201,174445,4
1201,174445,2
1901,121044,4
1901,121044,2
1702,56974,4
1702,56974,2
1602,38569,4
1602,38569,2
1906,31207,4
1906,31207,2
65200,30122,4
65200,30122,2
1801,25401,4
1801,25401,2
1802,20195,4
1802,20195,2
1206,14578,4
1206,14578,2
1001,10177,4
1001,10177,2
1804,9949,4
1804,9949,2
203,9268,4
203,9268,2
1401,4561,4
1401,4561,2
1603,3032,4
1603,3032,2
3101,2516,4
3101,2516,2
1501,2036,4
1501,2036,2
904,1978,4
904,1978,2
3701,1434,4
3701,1434,2
1002,1431,4
1002,1431,2
3301,1373,4
3301,1373,2
3703,173919,4
4202,111192,4
3704,53542,4
4501,29888,4
3101,3381,4
7304,2442,4
3103,1074,4
3302,848,4
1208,572,4
4104,545,4
3203,540,4
3202,316,4
3402,307,4
4102,253,4
4401,215,4
2007,123,4
3303,61,4
1204,40,4
4204,38,4
203,26,4
1405,173272,2
1001,169147,2
903,159278,2
1002,79484,2
1401,71962,2
1202,46546,2
1403,39792,2
906,32140,2
1406,28597,2
202,18941,2
905,18114,2
604,5990,2
201,3707,2
1206,3320,2
1204,3271,2
1904,1686,2
1903,1663,2
1504,1484,2
1404,1151,2
1503,992,2
1405,172625,2
1802,48005,2
3303,32204,2
4004,27890,2
1702,27553,2
4604,22505,2
3801,21887,2
3802,19892,2
1505,18181,2
3202,18110,2
1805,12561,2
1606,9401,2
2007,9177,2
208,7418,2
501,7113,2
1805,6199,2
203,5823,2
3904,5629,2
3901,4627,2
1903,4167,2
1704,172248,2
1704,172248,2
1704,172248,2
1704,172248,4
1704,172248,2
1704,172248,4
1704,172248,2
3702,64601,2
3702,64601,2
3702,64601,2
3702,64601,4
3702,64601,2
3702,64601,4
3702,64601,2
906,60860,2
906,60860,2
906,60860,2
906,60860,4
906,60860,2
906,60860,4
906,60860,2
1406,52256,2
1406,52256,2
1406,52256,2
1406,52256,4
1406,52256,2
1406,52256,4
1406,52256,2
4002,46731,2
4002,46731,2
4002,46731,2
4002,46731,4
4002,46731,2
4002,46731,4
4002,46731,2
3602,36888,2
3602,36888,2
3602,36888,2
3602,36888,4
3602,36888,2
3602,36888,4
3602,36888,2
4202,35274,2
4202,35274,2
4202,35274,2
4202,35274,4
4202,35274,2
4202,35274,4
4202,35274,2
4801,29507,2
4801,29507,2
4801,29507,2
4801,29507,4
4801,29507,2
4801,29507,4
4801,29507,2
4102,25579,2
4102,25579,2
4102,25579,2
4102,25579,4
4102,25579,2
4102,25579,4
4102,25579,2
4104,24932,2
4104,24932,2
4104,24932,2
4104,24932,4
4104,24932,2
4104,24932,4
4104,24932,2
4503,23839,2
4503,23839,2
4503,23839,2
4503,23839,4
4503,23839,2
4503,23839,4
4503,23839,2
4601,22208,2
4601,22208,2
4601,22208,2
4601,22208,4
4601,22208,2
4601,22208,4
4601,22208,2
3302,20993,2
3302,20993,2
3302,20993,2
3302,20993,4
3302,20993,2
3302,20993,4
3302,20993,2
3203,20881,2
3203,20881,2
3203,20881,2
3203,20881,4
3203,20881,2
3203,20881,4
3203,20881,2
3401,20521,2
3401,20521,2
3401,20521,2
3401,20521,4
3401,20521,2
3401,20521,4
3401,20521,2
4401,20071,2
4401,20071,2
4401,20071,2
4401,20071,4
4401,20071,2
4401,20071,4
4401,20071,2
3402,16819,2
3402,16819,2
3402,16819,2
3402,16819,4
3402,16819,2
3402,16819,4
3402,16819,2
3501,12696,2
3501,12696,2
3501,12696,2
3501,12696,4
3501,12696,2
3501,12696,4
3501,12696,2
4404,11544,2
4404,11544,2
4404,11544,2
4404,11544,4
4404,11544,2
4404,11544,4
4404,11544,2
2901,9904,2
2901,9904,2
2901,9904,2
2901,9904,4
2901,9904,2
2901,9904,4
2901,9904,2
1205,171618,2
1205,171618,2
1002,128256,2
1002,128256,2
65200,74117,2
65200,74117,2
1201,31280,2
1201,31280,2
905,24652,2
905,24652,2
1407,18772,2
1407,18772,2
1501,16062,2
1501,16062,2
1402,7204,2
1402,7204,2
1805,6048,2
1805,6048,2
3701,1698,2
3701,1698,2
801,1404,2
801,1404,2
1405,1169,2
1405,1169,2
1007,776,2
1007,776,2
3703,532,2
3703,532,2
4404,503,2
4404,503,2
1806,396,2
1806,396,2
1504,260,2
1504,260,2
2901,248,2
2901,248,2
1905,147,2
1905,147,2
4601,145,2
4601,145,2
7301,171352,9
4202,79234,9
7501,66816,9
7303,39102,9
4801,7390,9
3504,5932,9
3701,5497,9
1203,5109,9
803,3351,9
4404,2247,9
1208,2169,9
3602,764,9
4401,406,9
4503,378,9
3304,349,9
3302,313,9
3104,172,9
4603,163,9
1204,140,9
1205,116,9
405,168556,1
202,64573,1
3703,28159,1
4403,27337,1
7303,21444,1
4202,4947,1
1403,1633,1
7301,1625,1
4501,1255,1
1902,1091,1
3704,1076,1
3701,865,1
3201,384,1
3504,254,1
7304,207,1
3702,199,1
4201,183,1
306,176,1
4801,162,1
4204,161,1
3101,168549,4
1501,155997,4
2101,72660,4
1002,72469,4
2102,65890,4
1401,61760,4
4401,42846,4
4202,39019,4
1405,29994,4
201,26681,4
1402,22628,4
1407,15641,4
3201,14729,4
3701,9113,4
1203,8145,4
4404,6818,4
1206,5727,4
1204,4670,4
3602,3929,4
404,3550,4
4601,168020,2
3702,160908,2
4103,30756,2
3202,30384,2
4404,21696,2
1001,20211,2
3102,19380,2
4402,16816,2
1405,10159,2
2901,8861,2
3303,8647,2
3101,5638,2
1002,4908,2
3504,4672,2
4401,4202,2
4101,3953,2
1501,2037,2
3203,1376,2
906,1221,2
3301,1060,2
1901,166486,9
1803,153991,9
1802,71636,9
1003,57676,9
1503,46190,9
404,42380,9
3104,35636,9
1205,28760,9
1604,21503,9
1401,17881,9
1904,5177,9
1801,4989,9
1405,4138,9
3104,3445,9
602,3422,9
1705,1921,9
304,1854,9
3103,1568,9
1601,1440,9
1202,1338,9
1401,166166,2
208,126361,2
4202,55060,2
1403,18418,2
1201,18180,2
65200,12592,2
904,8606,2
1004,5872,2
4801,4690,2
3704,4416,2
3101,2634,2
1404,2267,2
307,1540,2
1405,1355,2
308,1129,2
1905,641,2
65200,621,2
205,408,2
4501,321,2
1703,211,2
65200,166006,2
65200,166006,2
1507,20991,2
1507,20991,2
1904,16494,2
1904,16494,2
2001,14439,2
2001,14439,2
903,14413,2
903,14413,2
1702,13256,2
1702,13256,2
1704,11768,2
1704,11768,2
405,7338,2
405,7338,2
1603,2702,2
1603,2702,2
1706,2278,2
1706,2278,2
1001,1799,2
1001,1799,2
1004,1056,2
1004,1056,2
501,1042,2
501,1042,2
401,1008,2
401,1008,2
1805,956,2
1805,956,2
1202,933,2
1202,933,2
3701,881,2
3701,881,2
1606,868,2
1606,868,2
103,834,2
103,834,2
3204,577,2
3204,577,2
903,165654,2
903,165654,2
903,165654,2
903,165654,2
903,165654,2
903,165654,2
903,165654,2
903,165654,2
1702,19442,2
1702,19442,2
1702,19442,2
1702,19442,2
1702,19442,2
1702,19442,2
1702,19442,2
1702,19442,2
1406,14051,2
1406,14051,2
1406,14051,2
1406,14051,2
1406,14051,2
1406,14051,2
1406,14051,2
1406,14051,2
1901,13803,2
1901,13803,2
1901,13803,2
1901,13803,2
1901,13803,2
1901,13803,2
1901,13803,2
1901,13803,2
903,4008,2
903,4008,2
903,4008,2
903,4008,2
903,4008,2
903,4008,2
903,4008,2
903,4008,2
1802,3410,2
1802,3410,2
1802,3410,2
1802,3410,2
1802,3410,2
1802,3410,2
1802,3410,2
1802,3410,2
202,2047,2
202,2047,2
202,2047,2
202,2047,2
202,2047,2
202,2047,2
202,2047,2
202,2047,2
1703,1854,2
1703,1854,2
1703,1854,2
1703,1854,2
1703,1854,2
1703,1854,2
1703,1854,2
1703,1854,2
1001,1809,2
1001,1809,2
1001,1809,2
1001,1809,2
1001,1809,2
1001,1809,2
1001,1809,2
1001,1809,2
1705,1105,2
1705,1105,2
1705,1105,2
1705,1105,2
1705,1105,2
1705,1105,2
1705,1105,2
1705,1105,2
65200,654,2
65200,654,2
65200,654,2
65200,654,2
65200,654,2
65200,654,2
65200,654,2
65200,654,2
1801,276,2
1801,276,2
1801,276,2
1801,276,2
1801,276,2
1801,276,2
1801,276,2
1801,276,2
1405,46,2
1405,46,2
1405,46,2
1405,46,2
1405,46,2
1405,46,2
1405,46,2
1405,46,2
306,39,2
306,39,2
306,39,2
306,39,2
306,39,2
306,39,2
306,39,2
306,39,2
1403,34,2
1403,34,2
1403,34,2
1403,34,2
1403,34,2
1403,34,2
1403,34,2
1403,34,2
3703,20,2
3703,20,2
3703,20,2
3703,20,2
3703,20,2
3703,20,2
3703,20,2
3703,20,2
1007,17,2
1007,17,2
1007,17,2
1007,17,2
1007,17,2
1007,17,2
1007,17,2
1007,17,2
1602,8,2
1602,8,2
1602,8,2
1602,8,2
1602,8,2
1602,8,2
1602,8,2
1602,8,2
305,6,2
305,6,2
305,6,2
305,6,2
305,6,2
305,6,2
305,6,2
305,6,2
304,6,2
304,6,2
304,6,2
304,6,2
304,6,2
304,6,2
304,6,2
304,6,2
65200,165442,1
4302,113961,1
3401,29507,1
3102,16464,1
3103,14526,1
4303,12903,1
4304,8168,1
1308,7738,1
3701,7417,1
3803,6816,1
4401,3568,1
4604,3154,1
3203,2884,1
4004,2360,1
3102,2265,1
3703,1268,1
3503,1263,1
4202,1187,1
4002,783,1
1202,500,1
1001,164182,2
1001,164182,2
1001,164182,2
1001,164182,2
4202,127092,2
4202,127092,2
4202,127092,2
4202,127092,2
1404,51818,2
1404,51818,2
1404,51818,2
1404,51818,2
4601,31805,2
4601,31805,2
4601,31805,2
4601,31805,2
2901,26778,2
2901,26778,2
2901,26778,2
2901,26778,2
2101,23694,2
2101,23694,2
2101,23694,2
2101,23694,2
1002,21051,2
1002,21051,2
1002,21051,2
1002,21051,2
65200,19382,2
65200,19382,2
65200,19382,2
65200,19382,2
1802,18336,2
1802,18336,2
1802,18336,2
1802,18336,2
208,16747,2
208,16747,2
208,16747,2
208,16747,2
4401,14227,2
4401,14227,2
4401,14227,2
4401,14227,2
103,7905,2
103,7905,2
103,7905,2
103,7905,2
201,6985,2
201,6985,2
201,6985,2
201,6985,2
3303,6287,2
3303,6287,2
3303,6287,2
3303,6287,2
4204,5440,2
4204,5440,2
4204,5440,2
4204,5440,2
1201,5078,2
1201,5078,2
1201,5078,2
1201,5078,2
1702,4138,2
1702,4138,2
1702,4138,2
1702,4138,2
203,3911,2
203,3911,2
203,3911,2
203,3911,2
1202,3472,2
1202,3472,2
1202,3472,2
1202,3472,2
4303,2856,2
4303,2856,2
4303,2856,2
4303,2856,2
65200,163522,1
65200,163522,1
65200,163522,1
65200,163522,1
65200,163522,1
65200,163522,1
65200,163522,1
1201,10003,1
1201,10003,1
1201,10003,1
1201,10003,1
1201,10003,1
1201,10003,1
1201,10003,1
1406,8990,1
1406,8990,1
1406,8990,1
1406,8990,1
1406,8990,1
1406,8990,1
1406,8990,1
1001,7144,1
1001,7144,1
1001,7144,1
1001,7144,1
1001,7144,1
1001,7144,1
1001,7144,1
1004,4224,1
1004,4224,1
1004,4224,1
1004,4224,1
1004,4224,1
1004,4224,1
1004,4224,1
3101,1466,1
3101,1466,1
3101,1466,1
3101,1466,1
3101,1466,1
3101,1466,1
3101,1466,1
1507,314,1
1507,314,1
1507,314,1
1507,314,1
1507,314,1
1507,314,1
1507,314,1
1308,25,1
1308,25,1
1308,25,1
1308,25,1
1308,25,1
1308,25,1
1308,25,1
904,14,1
904,14,1
904,14,1
904,14,1
904,14,1
904,14,1
904,14,1
65200,161856,2
65200,161856,2
65200,161856,2
65200,161856,2
65200,161856,2
65200,161856,2
65200,161856,2
65200,161856,2
1507,25933,2
1507,25933,2
1507,25933,2
1507,25933,2
1507,25933,2
1507,25933,2
1507,25933,2
1507,25933,2
405,11159,2
405,11159,2
405,11159,2
405,11159,2
405,11159,2
405,11159,2
405,11159,2
405,11159,2
1405,4245,2
1405,4245,2
1405,4245,2
1405,4245,2
1405,4245,2
1405,4245,2
1405,4245,2
1405,4245,2
1308,1207,2
1308,1207,2
1308,1207,2
1308,1207,2
1308,1207,2
1308,1207,2
1308,1207,2
1308,1207,2
906,135,2
906,135,2
906,135,2
906,135,2
906,135,2
906,135,2
906,135,2
906,135,2
65316,52,2
65316,52,2
65316,52,2
65316,52,2
65316,52,2
65316,52,2
65316,52,2
65316,52,2
1601,34,2
1601,34,2
1601,34,2
1601,34,2
1601,34,2
1601,34,2
1601,34,2
1601,34,2
3901,11,2
3901,11,2
3901,11,2
3901,11,2
3901,11,2
3901,11,2
3901,11,2
3901,11,2
305,11,2
305,11,2
305,11,2
305,11,2
305,11,2
305,11,2
305,11,2
305,11,2
1905,7,2
1905,7,2
1905,7,2
1905,7,2
1905,7,2
1905,7,2
1905,7,2
1905,7,2
1404,5,2
1404,5,2
1404,5,2
1404,5,2
1404,5,2
1404,5,2
1404,5,2
1404,5,2
208,5,2
208,5,2
208,5,2
208,5,2
208,5,2
208,5,2
208,5,2
208,5,2
1403,161797,2
1403,161797,2
65200,130294,2
65200,130294,2
1001,78889,2
1001,78889,2
1404,69076,2
1404,69076,2
1402,21175,2
1402,21175,2
1202,15515,2
1202,15515,2
3102,9008,2
3102,9008,2
4202,5838,2
4202,5838,2
3703,3066,2
3703,3066,2
1507,2761,2
1507,2761,2
1505,1744,2
1505,1744,2
904,1336,2
904,1336,2
1204,238,2
1204,238,2
1903,225,2
1903,225,2
1705,188,2
1705,188,2
1407,138,2
1407,138,2
1405,126,2
1405,126,2
309,116,2
309,116,2
1704,102,2
1704,102,2
1208,84,2
1208,84,2
1803,161536,1
1803,161536,1
1001,60448,1
1001,60448,1
306,52988,1
306,52988,1
1906,31545,1
1906,31545,1
1706,26998,1
1706,26998,1
1503,15045,1
1503,15045,1
4601,14890,1
4601,14890,1
203,12827,1
203,12827,1
1403,12319,1
1403,12319,1
1702,11310,1
1702,11310,1
1806,7689,1
1806,7689,1
65316,7265,1
65316,7265,1
1206,4888,1
1206,4888,1
205,3093,1
205,3093,1
1905,1940,1
1905,1940,1
101,1267,1
101,1267,1
208,929,1
208,929,1
4401,823,1
4401,823,1
4202,789,1
4202,789,1
4404,657,1
4404,657,1
1702,160720,2
1201,42883,2
1404,40552,2
1202,18489,2
1205,16130,2
1201,12927,2
1805,7923,2
4303,3369,2
1804,3015,2
203,1922,2
1007,1596,2
1802,1306,2
208,636,2
402,571,2
2101,402,2
1505,398,2
1705,372,2
406,339,2
1004,274,2
1805,220,2
904,160580,2
904,160580,2
906,153448,2
906,153448,2
202,46221,2
202,46221,2
1202,39731,2
1202,39731,2
1403,28386,2
1403,28386,2
1904,19884,2
1904,19884,2
405,17634,2
405,17634,2
905,6671,2
905,6671,2
208,4487,2
208,4487,2
1405,1642,2
1405,1642,2
1804,211,2
1804,211,2
301,85,2
301,85,2
604,84,2
604,84,2
305,80,2
305,80,2
65323,56,2
65323,56,2
404,50,2
404,50,2
504,44,2
504,44,2
1204,35,2
1204,35,2
3101,30,2
3101,30,2
203,28,2
203,28,2
65200,160430,2
65200,160430,2
65200,160430,2
4603,29511,2
4603,29511,2
4603,29511,2
3101,21605,2
3101,21605,2
3101,21605,2
3703,20441,2
3703,20441,2
3703,20441,2
3803,19441,2
3803,19441,2
3803,19441,2
1702,19175,2
1702,19175,2
1702,19175,2
3204,18768,2
3204,18768,2
3204,18768,2
4101,15690,2
4101,15690,2
4101,15690,2
1402,15540,2
1402,15540,2
1402,15540,2
4202,12479,2
4202,12479,2
4202,12479,2
1606,11715,2
1606,11715,2
1606,11715,2
3401,11552,2
3401,11552,2
3401,11552,2
3301,7996,2
3301,7996,2
3301,7996,2
903,6551,2
903,6551,2
903,6551,2
4301,6032,2
4301,6032,2
4301,6032,2
904,3905,2
904,3905,2
904,3905,2
4402,3319,2
4402,3319,2
4402,3319,2
1001,3199,2
1001,3199,2
1001,3199,2
4504,3033,2
4504,3033,2
4504,3033,2
65200,2827,2
65200,2827,2
65200,2827,2
4202,159543,2
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,1
4202,159543,4
4202,159543,4
4202,159543,2
4404,130501,2
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,1
4404,130501,4
4404,130501,4
4404,130501,2
3702,90231,2
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,1
3702,90231,4
3702,90231,4
3702,90231,2
4401,71327,2
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,1
4401,71327,4
4401,71327,4
4401,71327,2
1402,61544,2
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,1
1402,61544,4
1402,61544,4
1402,61544,2
3701,60473,2
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,1
3701,60473,4
3701,60473,4
3701,60473,2
1002,53334,2
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,1
1002,53334,4
1002,53334,4
1002,53334,2
2101,31757,2
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,1
2101,31757,4
2101,31757,4
2101,31757,2
3201,24779,2
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,1
3201,24779,4
3201,24779,4
3201,24779,2
3704,23403,2
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,1
3704,23403,4
3704,23403,4
3704,23403,2
1602,14989,2
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,1
1602,14989,4
1602,14989,4
1602,14989,2
3304,10861,2
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,1
3304,10861,4
3304,10861,4
3304,10861,2
208,9942,2
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,1
208,9942,4
208,9942,4
208,9942,2
3203,9405,2
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,1
3203,9405,4
3203,9405,4
3203,9405,2
1904,9391,2
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,1
1904,9391,4
1904,9391,4
1904,9391,2
1405,8363,2
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,1
1405,8363,4
1405,8363,4
1405,8363,2
4504,7209,2
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,1
4504,7209,4
4504,7209,4
4504,7209,2
1501,7037,2
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,1
1501,7037,4
1501,7037,4
1501,7037,2
1806,2748,2
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,1
1806,2748,4
1806,2748,4
1806,2748,2
1401,2666,2
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,1
1401,2666,4
1401,2666,4
1401,2666,2
1404,159330,9
1001,45163,9
1201,33730,9
1205,27968,9
903,27824,9
201,22447,9
1405,7858,9
1406,5338,9
1002,5058,9
1406,4520,9
4602,4252,9
202,1515,9
1803,1309,9
1403,795,9
205,339,9
65200,211,9
1308,184,9
3204,149,9
2105,124,9
1206,37,9
1803,157946,2
1803,157946,2
1803,157946,2
1803,157946,1
1803,157946,4
904,20072,2
904,20072,2
904,20072,2
904,20072,1
904,20072,4
903,16506,2
903,16506,2
903,16506,2
903,16506,1
903,16506,4
405,15031,2
405,15031,2
405,15031,2
405,15031,1
405,15031,4
1004,14126,2
1004,14126,2
1004,14126,2
1004,14126,1
1004,14126,4
1501,7977,2
1501,7977,2
1501,7977,2
1501,7977,1
1501,7977,4
65200,6053,2
65200,6053,2
65200,6053,2
65200,6053,1
65200,6053,4
3101,4534,2
3101,4534,2
3101,4534,2
3101,4534,1
3101,4534,4
401,3164,2
401,3164,2
401,3164,2
401,3164,1
401,3164,4
406,2568,2
406,2568,2
406,2568,2
406,2568,1
406,2568,4
1706,1925,2
1706,1925,2
1706,1925,2
1706,1925,1
1706,1925,4
2007,1567,2
2007,1567,2
2007,1567,2
2007,1567,1
2007,1567,4
1802,1381,2
1802,1381,2
1802,1381,2
1802,1381,1
1802,1381,4
1801,1219,2
1801,1219,2
1801,1219,2
1801,1219,1
1801,1219,4
1806,1208,2
1806,1208,2
1806,1208,2
1806,1208,1
1806,1208,4
201,1070,2
201,1070,2
201,1070,2
201,1070,1
201,1070,4
1702,1040,2
1702,1040,2
1702,1040,2
1702,1040,1
1702,1040,4
1604,1000,2
1604,1000,2
1604,1000,2
1604,1000,1
1604,1000,4
1606,994,2
1606,994,2
1606,994,2
1606,994,1
1606,994,4
1603,941,2
1603,941,2
1603,941,2
1603,941,1
1603,941,4
7302,156961,2
4601,155197,2
1203,71655,2
3703,50021,2
65200,22404,2
3702,22114,2
3301,19286,2
4503,15786,2
3701,13133,2
4402,9362,2
7303,8464,2
4801,7108,2
